Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
19,1,91.91000478122464,1.5836343883115367,199,166,67,1.3875868386089127,604.7890946622686,0,7.421734787042571,2.715629236104142,3,3,24.587026233812878
32,1,80.62958060470396,1.4770055093924639,171,133,60,1.2891213881208312,697.1239482124091,1,26.431406178208473,3.6356173280041695,3,2,27.915316106978697
31,0,77.80866541297158,1.7410211940303226,195,157,60,1.2879276346654136,594.784192245367,3,10.847023854098232,3.83691017427608,3,2,45.15334089734151
49,1,61.73125919389145,1.7990572479211375,188,168,54,0.9429399952740751,416.3378189101082,3,21.862429307067345,2.456586998892731,4,1,27.830031228661483
23,1,100.47460176027701,1.7961853259885006,181,163,70,1.4353875606291266,590.887748188941,0,8.306187515298749,2.9458453262261695,2,3,31.24296590882721
57,0,102.22940266313896,1.6571899952678506,169,167,73,1.8344107209938951,448.6610069258419,1,25.659329565967745,3.117340550728385,2,2,35.49218536776526
35,0,95.5342812898063,1.49370964988406,204,169,67,1.4171019640309122,896.7157286223047,1,12.569644104277216,3.6166350187735077,3,3,39.33236636080694
33,1,77.36111629589603,1.6696808475022755,187,138,47,1.0793298775725577,454.5634285732933,2,10.266019553713411,2.6446020157587706,3,2,32.0921257796296
39,1,113.49261906793376,1.8194909074441823,175,162,74,1.0905168589509644,671.0094874868875,1,30.6618043840542,3.780959867073659,3,3,30.443015786347924
22,0,104.7896790566212,1.8599811709815575,200,166,71,1.187321027977018,954.5498436090871,1,28.59018467853632,2.9621884652652466,3,2,14.082277277829089
46,1,70.90078394950373,1.5996987906970925,174,152,63,1.3418434449634664,681.3333339533639,2,15.84580356041959,2.4026039617637323,4,1,41.49260527231209
36,1,78.14125954425222,1.5236320977283697,198,138,66,1.5030101909357705,294.9121219588575,0,5.275913336638018,2.420380768028512,3,2,47.53676633164723
53,1,103.25495158421309,1.663853282715642,193,154,59,0.6915850858115469,478.0308589191875,1,13.611099344281055,2.821258079793023,3,2,16.001730054284522
38,1,65.11339656138833,1.8154503974205014,200,158,58,1.5663721491851779,336.25928694395157,2,22.60243539529141,2.1983625429058584,3,2,46.03323748224469
13,0,85.2096598647039,1.682240480817447,162,141,51,0.6466316899914498,650.4224263561755,1,27.463484039397034,3.1256196674244987,3,2,38.29059813560505
15,0,140.43166054847967,1.4890237615827657,168,148,51,1.8119506338431288,417.21698552712394,1,26.78539847814053,3.119488941788528,3,3,16.273839149699157
29,1,143.60244128141255,1.9759309845390443,196,162,72,1.372591231887676,839.5528431432987,3,24.384498408681463,2.6345380221409638,5,2,39.51778030484555
33,1,87.38602353798613,1.6857570148655014,203,143,70,2.115434626833024,319.59674947149915,1,20.420352821951553,3.464902627143818,3,3,13.99775394515536
37,1,87.75682357125346,1.6160072945843575,193,158,59,2.1991873920728215,1124.763154010463,0,14.948703655512972,2.504010380160895,3,2,41.61448006708363
49,1,95.14406258777886,1.936695649271026,175,166,51,2.2213536983054576,731.2776746587821,1,7.055392446909048,3.08518700210417,3,2,35.21162914600568
17,1,113.87303804179565,1.5848466211126124,193,165,64,1.7010082867791598,662.8484469052507,0,32.649664025832095,2.5495945055333995,4,2,12.31764239800157
17,0,96.21919747999972,1.5752228324995914,189,152,50,1.3646731498609734,194.2369711040044,1,31.231462080953293,3.0069145717828833,2,1,28.866135760003857
16,1,69.69303109652569,1.5492103028793742,193,148,51,1.140547718914529,665.3440327133783,1,30.300949086088192,2.9422018133303216,3,3,29.37058367847595
19,1,97.69776677351682,1.8968807294640395,199,157,60,0.7349779997031604,1032.811898118791,1,28.47560083717379,2.2412678771316763,4,2,27.751103646139036
12,0,128.35515128379785,1.7159418509866684,196,174,56,1.2594345462283447,386.1205677477273,1,25.566084188350704,3.605340214348734,3,1,33.08949230101268
17,0,77.08930166598964,1.6436635162821027,166,122,70,1.9643754743885409,681.0157175235886,0,18.270560793486176,2.5384906578115727,3,1,46.829379920760346
23,1,78.87269499713688,1.6598090526490044,201,139,75,1.2715676707204766,1739.7424699974204,0,27.993364350901057,3.0346792241280487,3,3,27.908790418418747
17,1,101.59920388529812,1.780556232304919,193,160,66,0.738623774845208,467.83442710959423,3,26.229280532067307,2.9190758567922255,2,3,32.463346899978376
10,1,97.31891225924099,1.544213179468422,171,149,64,2.1234667621001395,430.2146888209239,0,5.7812539679996835,3.737965159467334,3,2,27.19151472049296
36,1,97.10618199623067,1.5552243432382429,173,154,50,1.5042643340808537,669.2133506712856,3,25.588163795116287,3.069488058121864,3,1,22.146259489107564
45,1,102.44993618051487,1.4802497037218887,194,152,71,0.9817621323431238,555.4304431045563,0,29.270672094322123,3.630589679538546,4,1,32.65936408485119
19,1,113.613544414845,1.8078583993701005,190,171,44,1.5055111737709548,622.2598089718697,3,27.137129916912546,2.5031598000591915,3,3,16.79093305740664
30,1,54.88906133409451,1.8404458480724883,193,171,63,2.0130716163404347,689.3718642984011,3,17.918919262499344,2.3450991093693383,3,1,35.44878198741353
14,1,82.39403193712444,1.7376241949193731,193,143,49,0.8862475752272501,493.934029448796,3,7.344767604970416,3.132729151117969,4,3,26.8703136857108
13,0,70.00407348184812,1.7664881659979634,178,166,51,1.3170451672713877,721.2897315720726,3,10.085382296574412,3.05013219510677,2,3,28.89303975976761
25,1,79.31833731253424,1.7436115051575065,168,162,69,1.5279032974934363,418.17370583853227,3,28.411036294836016,1.7210761141061282,5,2,24.99019662828899
21,1,77.54080586009603,1.764608606139614,174,168,68,1.3757211670321479,474.91213156091356,1,19.671178287168136,2.7847335524611263,4,2,32.39550540789476
15,0,72.78235225482771,1.786048340936532,177,153,68,1.5052785081797018,648.908324836656,1,18.344943628082582,3.3815388537166062,3,3,23.604932779117338
43,1,69.69631506269961,2.01306899414573,198,162,52,1.886380908800222,939.7935740103928,1,7.119064540552584,2.4438360441760083,3,1,44.81244759886754
33,1,73.75558796423013,1.6459107779609083,177,160,59,1.3520085011184282,1022.7062614690436,3,27.432956944714217,2.8554408763655177,3,2,38.23957019884176
44,0,86.56782445578108,1.7236991571557807,175,158,71,0.772228883235411,565.0758248060117,3,25.78873601354493,3.820060436984517,3,2,30.498280914607328
35,1,74.36903426885038,1.5083341005474058,183,140,60,1.020855487131688,760.3699863446805,0,28.63474303802737,1.179465365355978,2,2,31.006937576840492
16,1,68.9662236170268,1.8258562866123325,176,157,68,1.0230280484590235,703.0441524158873,2,23.066218940978658,3.2115429436388094,4,2,23.643219261626452
21,1,56.83764083498799,1.499390306140529,179,169,64,0.9921753419412375,573.5836780893649,1,19.37154046906413,3.7513147184887266,2,2,19.55649066348554
21,1,101.22530513648249,1.732890929944832,193,177,69,1.1424196821104922,380.1202281465203,1,7.69265970119979,2.557468345758363,4,3,25.541456280451992
30,1,98.50073792837976,1.84402128157299,175,171,61,1.6002409903667607,630.6972634693354,1,31.626276864264977,2.842533434746996,3,3,36.231587180391315
16,0,61.00471347496818,1.8070330473105514,188,160,69,1.5969034050165098,844.5121812291742,1,25.9746436556378,3.040871069855071,3,2,24.509055231129906
60,1,74.40463760574544,1.652585561017936,190,166,54,0.8329002977866615,1419.585119519994,2,31.911024085415725,2.7472715265179106,3,1,24.42866014961163
48,1,57.65151132121725,2.073219326578111,182,155,52,2.0536061573848823,704.6215941110631,1,30.19485597056322,3.0849323726575495,3,2,20.725513697554415
54,1,62.50569931423634,1.657827049150872,183,169,63,1.2546856642488429,423.45530298868385,0,28.73487917264094,3.5106050360026866,5,2,49.17643972147276
35,1,53.327920165603146,1.7536286300337467,197,139,51,1.5288773948786745,917.323256049979,1,24.362507699421567,2.621142854866214,3,2,16.931747640116853
14,0,57.04738321923279,1.670496397634079,198,149,63,1.3655864039693684,678.8954761429711,2,22.3980304140225,2.7224259175757726,2,3,35.77320292313507
16,0,81.84903425386504,1.825467952509877,177,140,50,1.043355118899171,558.1830019904314,2,27.49326644607828,2.3894367112000445,3,3,15.700810412271075
50,1,94.39036370543091,1.7919302720071708,176,172,51,1.0487817565164057,358.34015367376645,2,25.189288695302277,3.3362239294092655,4,3,29.558500620279244
55,1,102.11717726623289,1.56923405335645,195,144,68,1.0375593990585363,691.4424155026801,3,19.941137824870545,2.8698305458029383,3,3,25.24912387516962
51,1,87.42128859827493,1.7449117953995583,173,152,66,1.3473654794697725,923.1459811827415,1,21.78780523154193,2.965278033506292,3,1,50.245387847600526
14,1,105.23611369193583,1.7727787980529732,177,174,61,1.1938206217760183,666.3723296857268,1,11.019635925342987,3.704565058110428,4,2,14.733802068922879
27,0,80.84817991747211,1.7854579278160685,194,158,76,0.8370106574327237,664.3236123878946,2,16.259700565847645,2.4112855162657203,3,1,20.045670150868823
36,1,90.85392261170877,1.8354220998971982,198,147,71,1.5892824788071658,648.057510078497,3,27.46905717353892,3.38212810527532,2,2,35.278542960813056
51,1,68.45804718950085,1.7285512881065472,182,138,47,0.5480189763725337,1447.6621490476764,3,17.845145381209182,2.1707585011021715,3,3,25.33993647769165
35,1,110.04945513503654,1.5088925743496246,192,152,70,1.3446666964278653,767.9985947751079,0,25.306696130646927,2.505593063325886,3,2,23.771226501877628
22,1,76.52411305137755,2.0957824607139686,192,162,64,1.9338231783949593,560.1296103659365,2,18.956248674149567,1.894936796111363,3,3,25.013862604797154
23,1,105.67720686100677,1.8043671414616218,181,158,57,1.2895458989817432,641.4087375412008,1,8.421755743361022,2.734784677009373,2,2,17.569695457983855
44,1,112.69351916589474,1.644888380290628,200,132,52,1.792314221251287,631.930733208522,0,26.705795407409475,3.0412608227678475,4,2,49.66617298507188
46,1,57.05896284168453,1.8262929792210836,202,137,56,1.9168123276489275,513.0061902220144,3,15.125259119584719,2.794495463864188,2,3,14.641369601046293
29,1,104.16082336304856,1.531606131214449,175,174,65,1.6558630042206846,355.7415197749949,3,26.45093442375493,1.948250195571083,3,1,16.693708961836904
18,1,155.462563150823,1.765216024364666,198,131,67,1.872337647510124,833.8164009444398,1,26.955511157208974,3.052296252083454,2,3,35.44976557347935
27,1,108.06564757414526,1.5845082664902634,183,146,60,1.2432383739354038,240.96244582578504,1,34.286051592855486,3.524244242199312,3,3,28.840980976770314
45,1,99.17968528728007,1.6956600416976086,178,166,63,1.4948614273436789,651.997894608872,1,28.29168629047495,2.52324471750484,3,3,27.970055513410813
17,0,101.03537915299002,1.5231412177978003,189,158,71,1.3836412800164295,516.3023235175963,1,16.465668730808304,2.2969824138507238,3,3,28.984879174391466
39,0,60.75028414411645,1.690881999797458,194,122,61,1.933229566774725,711.9435327105856,1,10.528298497003165,2.9932026003331367,3,2,34.12542841736712
15,1,80.11597257945364,1.8305954187490927,185,137,61,1.1252381210110876,1186.5609876935152,3,29.157384605635833,3.4912674474424077,2,3,34.706415076674205
29,0,66.14122799701731,1.61375461941332,194,139,68,1.9980452992377733,662.6322653726755,2,15.999606598585023,2.4698798478083184,3,2,26.80071582145406
50,1,82.29607906253538,1.6573764671805133,166,155,61,0.8180265778143915,799.248373097889,1,26.36930015318068,3.0399331719114406,2,2,22.136936296553802
36,1,81.33306752980273,1.6017096190767794,184,166,57,1.4270593969118965,497.62331128842277,1,22.60478584130088,2.280800514572027,3,2,32.70017187928141
30,0,73.06827453092865,1.6520043511911668,177,117,69,1.0252338339122014,867.4700935218494,1,21.06745504292142,3.8233982449712274,3,1,14.935183145465452
49,1,142.5827013155095,1.489023090415946,196,143,58,1.442122719743421,1005.3974407906469,1,29.623952435746535,3.610465141031905,2,3,20.36126864463799
14,0,89.08925478189279,1.5714039644734825,172,123,58,1.7779759814704421,935.2596093202852,0,30.511860502509712,2.3877108983132054,2,3,22.553956565285596
56,1,82.88389574872191,1.6993714596642358,192,166,58,0.7812151458314763,708.3047666079256,0,27.410970411329515,2.4022537303215725,4,2,55.98925405625022
46,1,95.55404879120286,1.8052410095830926,190,135,50,1.2571861615267985,842.4540323638665,2,17.910407475744364,3.687813476502407,2,2,31.627400675202065
51,1,56.833464815175425,1.8681510075785641,171,122,68,1.511436788718151,653.5967327712367,3,24.69145995190896,2.7293341141208862,4,2,17.81409761783936
36,1,131.0474892700786,1.540811297185936,200,123,46,0.5871583085858169,878.7120259899378,1,28.03143528901021,1.9675155075345812,4,2,23.282629191026388
35,0,83.43741523067521,1.5022210066033812,200,153,68,1.4272548206888374,642.1984458617458,3,28.920441591668503,2.4950600399813263,3,3,16.638263862480045
8,0,81.28591889645142,1.507837535433548,203,176,73,1.5206282328893503,261.38057067144655,1,27.55228282763865,1.9526488494412033,3,2,29.29498373131661
14,1,138.20735651103084,1.6583257614225153,191,142,53,0.9566824791476398,450.5744782111032,0,21.449367532867548,1.8753519923643909,3,2,33.88658451300774
33,1,77.8489920448956,1.6943389530061326,199,151,69,1.129987242621291,1156.9303000958137,0,24.29522874542013,3.8388796573626314,2,2,34.68201712018875
11,1,91.66155246741323,1.8220030994189047,196,153,73,1.3088138501866036,711.6636567972503,0,24.89396990301452,2.8439042634396676,2,1,36.75106039678727
41,1,50.956887686565935,1.7073751351892215,172,140,60,2.039023741051143,686.9237139340587,2,27.911242895100248,2.1594979215174948,2,2,33.341143888301296
47,0,121.88891395112852,1.48373113785981,203,164,73,1.428111067630795,416.39571618261914,1,26.584340542076294,2.8115490237050933,4,2,29.25293674233954
22,1,106.24330635574086,1.6581727141928708,158,143,67,1.3737268342960656,563.0907429686624,1,11.681966780575365,3.664307742776486,3,2,30.160460594702037
28,1,90.69167312687722,1.6409594620612786,183,148,69,1.4594883604925888,598.1170081807236,3,26.16317813098299,2.9218218639909757,3,2,40.570118442746804
34,0,74.73031264926948,1.8037512740867074,178,132,59,1.0411244764567222,147.7786674749272,1,24.115737858593818,3.576838229590119,3,2,23.118014784823707
41,0,103.85573766849183,1.5600974099848024,175,139,59,1.1476415779192226,793.3519726413281,3,31.598612609589672,3.0440904066944654,4,1,30.58112134791554
16,1,98.9602497730443,1.713666485512106,206,165,47,1.6244752458498797,298.85957703213273,2,25.929749279029853,1.872199015005026,3,2,24.73093099540135
15,0,95.88826532926036,1.818829743163512,195,171,69,1.5610061073549644,658.5076991975701,1,28.951080203858474,3.3421385237358416,2,3,24.766195341807265
9,1,76.271435256586,1.813813833416921,165,172,51,1.4675931244597407,580.5792553883284,1,32.5041085939003,3.6838381230615025,3,2,23.60481050776959
27,1,83.38445924856302,1.4922492904096873,174,172,68,0.9521644242626651,690.0240680189263,2,33.993630416244486,3.3395763418961346,3,2,35.40192400886542
24,1,76.84855253599716,1.5814211764262127,183,144,54,1.1306926141994045,1032.7425741950904,2,26.378574599640263,2.5804242857223514,3,3,31.62944586715834
19,1,99.6366070048259,1.739389084228407,179,172,48,1.1511887047035703,267.0644930709506,1,33.00803847764103,1.9212510385843995,2,1,26.118433892020267
20,1,106.28136559578677,1.962436374115226,167,131,60,0.5573299525975173,1132.3875891216464,3,14.978132319336337,2.36822890715706,3,2,49.96652301770894
50,1,54.733824539593286,1.752146522092987,178,157,48,1.8259625768501306,501.3571697637412,3,25.11551933844701,1.914362128130577,6,3,30.873982874687428
58,1,108.85526877230026,1.7917506646879027,200,137,61,1.2002747904341062,235.9237276191634,3,11.197778195547638,3.140300774333715,2,3,29.85279532301907
22,1,63.03098148056312,1.7295406157602622,200,146,53,0.9589274713615439,965.9046036608479,3,9.541334334336266,1.5861268350872997,3,2,22.009237322831694
15,1,69.04284255297335,1.663400746940568,190,134,50,1.536520742723998,1379.188397033351,3,30.944056518601556,2.5471210868186827,3,3,28.32569187690406
20,1,54.998583056647114,1.795289894912867,179,137,70,1.559988653855811,757.3299667813831,3,28.502522290176604,3.239276522889949,2,3,29.996297042792815
21,1,95.37828804746238,1.7694120415138075,201,153,71,1.407928177085065,462.666840115119,1,13.412498611983034,3.2741278842193275,3,2,19.70737002601047
21,1,79.62590435710855,1.9212300477314765,203,133,59,1.7073921531352105,510.37206993240284,1,29.674397258857983,2.2003586421265924,2,2,14.861803339736458
15,1,87.47824880459775,1.4844527481647491,174,142,63,1.413615094050675,960.1187088585714,0,22.40552840379066,3.7629499001094184,2,2,34.08749517337349
29,1,72.37959903993419,1.6152550626769482,192,135,68,1.4858772498406834,339.38711926192707,3,17.94076700785419,2.8298491459591295,4,1,22.925109860169606
21,1,66.16618106696274,1.8624035334830813,173,127,72,1.7655338111528889,641.4988949281748,2,24.790983503798277,2.6270415019802424,3,2,12.463590957499662
16,0,76.47150817460711,1.5873843328456705,201,133,57,0.6146109349033019,1588.0051991857185,1,23.07904461726052,2.9653327518759234,3,1,27.973501072127988
53,1,59.814998350188915,1.802472958455216,157,165,74,0.9572040828672448,464.4814561462648,2,26.06549360363383,2.3862324655380056,3,3,41.07051225777319
24,1,86.47669267644218,1.8039713218680455,190,112,67,1.4159405032676973,637.6805981227518,3,7.170233605111737,2.7886692399430633,2,2,20.587816700456745
57,1,90.17660293865488,1.6872353464995373,164,172,64,0.8560483994032498,774.3621056969101,1,19.544393542036225,2.786103363780248,2,3,21.530821524252357
35,1,90.97116584969497,1.7154913965014509,160,160,70,1.0270772410770581,581.7537708850199,0,21.980369375649154,2.844945045695682,3,2,18.711281113773584
16,0,151.56133525122306,1.8551797969848687,195,135,48,1.5941882549425368,546.3822029137298,3,29.656398166332057,3.0950663071839353,5,3,19.328822418389606
51,0,105.73089206327279,1.730152319476577,197,139,72,1.8468775576946364,318.30326452652787,0,23.662868360346476,1.526391787490562,3,3,21.08892468048147
31,0,53.52714466309855,1.4247571223911981,189,160,60,2.0636147666174622,788.6856424350406,3,23.50288159788219,2.9600360077606274,3,1,18.245682148279442
53,0,73.48423077508689,1.742674899865933,176,170,62,1.6524603791631565,264.31937434920485,1,25.037629901226914,4.245259076717565,3,3,24.26337612309236
49,1,97.40050370748503,1.6093926722518699,193,147,49,1.5229400751977136,1010.6785243739977,2,25.909935253503228,3.3383763283422647,3,1,17.609061593242288
26,1,80.09860212560679,1.6298455341942344,169,133,70,0.7101660693271487,1581.4375406461018,1,12.464404973188914,2.7227662884022203,3,2,18.774481719805923
11,0,69.72159043022845,1.664872641969654,173,162,65,1.9503604588681267,872.3681360988039,1,29.39748233074175,3.8598951726211137,3,1,31.908940510362687
14,1,110.41344803392741,1.5070979307929258,193,139,50,1.2548506215208108,583.3820583045699,2,27.504848946355608,2.8296613739353083,3,1,21.15022746998388
13,1,53.01041328635732,1.5856882607721214,181,147,68,2.0140100486055696,570.5894669858985,3,28.111464544645656,3.770234668851488,2,3,26.151252972314744
47,1,61.34757046318184,1.486290433276902,197,111,52,1.429031040871303,1723.007338255864,1,25.12085974359604,2.81732548520196,3,2,37.470693236990016
12,1,60.67205410167949,1.6839951581562582,199,139,66,1.6582748614671003,464.82820338903997,3,13.103247376265301,3.342431269603553,3,3,28.50103874820715
23,0,113.19682594776015,1.9630166411272043,192,173,55,0.9947853952649688,491.2041125093196,3,29.76574034699606,3.4631018596976144,2,2,29.84453752635026
14,0,103.60694386526643,1.8624745443781017,182,150,67,1.2393334440192354,879.5933065634226,2,25.847121916771076,2.23611227761572,3,2,15.884486696719888
53,0,100.97353477332706,1.963454916921373,171,158,53,1.288222873118107,804.0609742537292,0,27.083708870583994,2.9460430625402454,5,2,29.710528607546074
36,1,63.99355834424992,1.7337739647721577,188,146,64,1.5205607719908516,948.1892399948375,2,25.18869009942965,1.83288959066906,4,2,36.72369846609483
29,1,66.26509171033267,1.7297285805974052,206,168,48,1.694216161007804,843.9505369923222,0,22.266845320933577,3.02363170097633,3,3,25.493444479968034
56,0,69.44984126702178,1.8546792130039822,170,152,64,0.7675983821262654,672.1551862788874,3,11.077123863337281,2.831407116111962,3,2,21.404981924412816
35,1,64.55466553331533,1.7751744121914805,185,160,48,2.121099984359452,900.9502834041971,1,17.978929245227484,1.3890333848918224,2,1,33.770153630290324
52,1,92.34252343574421,1.4193244920158983,168,124,60,1.2070955126757887,533.7597354455328,2,31.67854480697092,2.680479920992432,3,1,33.513994545650945
18,1,76.01386372352555,1.685061917764482,182,142,68,1.4846259081833983,753.2217138678701,1,19.247408127146798,2.8518938906759232,3,2,13.643270565761815
15,1,82.91336624296787,1.6940228355328912,192,174,67,1.599980983734403,437.7817145124354,2,31.43487930231815,3.346051375716831,3,2,24.896797374269234
18,1,101.08472863916566,1.874006966786109,184,139,62,1.3674790247222253,723.7335526794727,1,11.653177285090269,2.479020447204226,2,1,16.270014437952245
8,1,85.15280334228117,1.6739731751002223,204,120,47,1.8322794417454422,664.4052185951225,2,26.964310361210195,2.3383064692774265,3,2,29.0317459411266
29,1,105.73354295447028,1.4258519438374013,182,150,56,1.8432787286663115,1062.357353016479,0,27.206332150515927,3.141000034921668,3,2,25.79171659173877
60,1,48.77842394502577,1.5775217802072794,173,155,62,0.6990385114099272,757.0404230010276,0,34.95922699604054,3.057147037147958,4,1,17.16812776268692
50,0,55.15240789469203,1.624692870270207,198,151,56,1.3864293708741824,1292.7538337183248,1,8.058002828006735,3.0650256356845036,2,2,33.803445413720326
45,1,74.91556721322675,1.9733116948189542,156,157,63,1.1606741155757534,1256.8390683229989,0,23.837363578428796,3.3337262363838405,3,3,52.594633483682955
50,1,114.95417530576651,1.5342374583935618,182,159,49,1.351236579113065,160.50577630041,0,8.978959675912195,2.846195677980315,4,2,45.80288227646002
19,0,118.07525497559156,1.4531258461002652,192,172,60,1.1829047383606348,516.5641313840788,0,12.458996629512747,2.6614480458778735,5,2,29.737477337995493
29,0,110.29023368173705,1.7689579875980506,173,168,58,1.5590116117491197,506.0204755916813,1,10.705917804948479,2.958777974978342,3,2,38.95144388921217
31,1,65.21039970384636,1.5884784513712404,203,155,68,1.3616422000838724,1177.0368412118742,0,26.36983033211855,3.7145886643956465,2,3,33.74689444017061
14,1,71.78389318869138,1.6517764908682009,195,125,56,1.5425351694813054,1460.5311874775523,0,26.695592702473093,3.4150638132209474,2,1,34.58452411999918
13,1,83.79457165389768,1.689673844098848,167,156,53,1.5311215269735972,877.3960143761403,1,5.611481124865811,3.4408594027275523,2,1,37.72739543970136
23,1,83.20437542230636,1.3943274896481572,170,154,69,1.2964933775434346,577.721041250267,2,33.43827638732849,1.3872174755527042,2,2,35.474157501321564
28,1,104.33012558311862,1.9905215789744697,177,165,70,1.4934637395870047,550.6357247835031,2,23.957581483281032,2.3595793935169196,3,1,17.514692099453946
62,1,86.81444185683645,1.7167170946509278,172,158,52,1.8622237464739206,553.9402456954349,0,29.739875613041235,3.084940172889211,3,1,21.074588373134915
25,1,101.78988298919512,1.6844443308254773,174,164,57,1.0586536860291798,128.6001492249776,1,5.801111640430902,3.5760178768160937,4,2,16.33027912905868
28,0,110.15692763186844,1.666316840427385,199,124,65,1.1509860284997202,1202.87534737626,1,28.116696001498248,3.393041527839222,3,3,22.025820068653218
18,1,113.19434884746235,1.7110008143104594,179,162,53,1.0549635687848409,519.3550063608649,2,32.94805525916849,3.3505125491654537,4,1,26.242997240242076
23,1,89.55659393761509,2.0361413745962893,174,158,72,1.2850812430100162,598.1986494216858,3,28.031684948054256,2.463719500496298,4,1,15.794551425382856
32,0,104.50727409588363,1.516929948379888,190,139,58,1.0556941239442486,434.90175646028894,0,8.893274425263037,2.9102327199220452,3,2,21.371615543541004
41,1,106.36522323337744,1.6456975952159087,183,160,63,1.8349925837810028,549.3985642304967,2,31.93332509508897,1.3869053866049632,3,3,12.710142778366603
55,1,80.02859731864586,1.8326706407908495,170,140,63,1.1476093400948275,706.9401810765667,0,31.81626618750928,1.8670802704426408,2,3,32.260986710769195
23,1,70.4357703231434,1.4923168848792592,186,148,51,1.8411683978599729,1156.5756686448317,1,20.92867397696602,3.628418526545001,4,2,56.986958543663974
30,1,103.11456743034067,1.5771673567859028,170,174,61,2.072211322187108,850.3357829965998,1,12.818719773709773,3.60978456600487,3,2,35.963600070493854
11,0,140.34195219373294,1.700307701235146,197,173,68,0.8494805887177377,394.7323486957626,0,4.052517428794756,1.6071872348506357,4,1,35.45498114352376
32,0,108.84415627173215,1.931853743446136,198,162,61,1.5665812568350261,764.7793016784444,2,7.185919088022839,2.290596835983007,2,3,31.715033756605866
19,0,99.15930851582414,1.7017095529913042,182,128,55,0.8884196270700373,703.375142942113,0,24.836235761650588,2.6790752118559205,2,3,29.473108085958557
44,1,78.93458715857085,1.5825202474091953,205,162,64,1.5363381420451256,666.4284233098216,3,23.896792996829614,3.082046248202178,3,3,11.265523508453484
53,1,112.7969649844807,1.9416115830248613,155,141,63,1.3652704109654865,784.5580985468714,0,12.39502852907582,2.6713755021446355,5,2,27.9193093555982
22,1,83.91996477573849,1.8075237521228387,186,154,62,1.017027987885193,550.1748430202952,2,14.558155314793787,2.1692039215148413,2,2,22.730114952231915
40,1,63.96810474322764,1.7473089698416764,189,140,60,1.1640241821873722,750.6502704057135,1,18.057636843767842,2.7037489806997086,3,2,23.383892240216163
13,1,86.32558558630348,1.5151634719469593,199,158,72,1.483154837915285,1080.0809531095988,3,27.7011566948234,3.1899020106883382,2,2,37.62107829959834
45,0,75.68681241663643,1.7664110971917468,166,146,57,1.0381305404719428,413.13175890538145,2,18.96385864558793,2.737974067416937,3,3,23.8641306644588
21,1,75.77138230327645,1.8931679095243348,175,129,68,1.0003908504036123,883.5726754556625,1,17.97773591879847,3.6284318134336613,4,1,23.58831510184285
12,1,44.70556220287638,1.4063956787677054,175,167,66,0.7113983768556102,730.5547141219652,2,11.505972040502986,3.0615354718228716,2,1,39.38444206420397
41,0,120.08482207109118,1.9232856328722332,169,148,61,1.183823930678406,468.796643426265,3,31.358675734387493,3.863023768411799,3,1,36.60776871034621
34,1,100.58899141568922,1.7442471283640046,186,127,69,1.2979499734793742,488.9788526968159,0,16.672420961065104,3.8209331249791916,2,2,33.19195532385662
52,1,70.93554951114997,1.6338309702075593,195,149,65,2.111816718662945,620.5166186363688,1,5.623341705815424,3.537100571887015,3,1,35.16234924714055
14,0,82.85919803994614,1.715066318191647,194,143,65,1.1411484690475682,1087.47749809369,1,10.257597999660149,3.0556926123042696,4,3,29.505981429500416
15,0,65.99253803612311,1.6785156966872834,197,115,62,1.7930503611320372,1093.9960766860913,1,27.24131755223704,3.30757428342519,3,3,24.021172509129944
27,1,69.2342593954851,1.7990128712671807,170,149,70,1.1360099950143954,790.433001576268,3,27.731492948819316,3.879540883083848,3,3,24.317942516368266
24,1,92.76313065591201,1.703744764631016,182,138,50,1.5176889922098715,476.0567385638513,1,25.96354619867096,2.7571700397165215,3,3,25.911473698790687
46,1,154.38409735746768,1.7168446551381982,177,142,53,1.1580533208906931,568.0503445081777,0,26.028638766068646,2.1339493708965644,5,2,16.959240477086226
29,1,99.86779371560448,1.8135109573839654,181,138,60,1.1396482273646655,974.9934439299719,3,6.661626575172339,2.3681299591606817,3,2,23.025426724238912
49,1,77.138823002272,1.6917039824303124,165,150,57,1.345318633856536,922.3259320375058,2,22.89718308237857,2.009477064901563,4,1,38.44478452468627
47,0,57.32309907715617,1.4478896710393074,164,132,47,1.0851893864609503,682.6600919911764,3,26.53083295460205,2.732767182899623,3,3,34.84740525508154
45,1,74.5554441991352,1.48120596807684,178,130,52,0.8089519502313218,938.168463271335,3,24.378417982437902,2.5855811004560176,3,2,38.47455517226832
40,1,57.50985470360488,1.674761993931017,175,144,66,0.8563270675826296,867.723671147369,0,19.390939201242414,3.2658376567548553,2,2,26.463027537188083
11,1,140.34032823803713,1.9264697419682069,182,122,47,1.1439492091440475,902.7743837970829,2,16.956849878619018,3.803137670062787,3,3,18.093581282325093
31,1,68.09878906190664,1.931184560986409,184,165,47,1.4348636573788882,188.57004243275537,3,21.434306829159933,2.306831278922463,3,2,17.059630106873016
30,1,109.2361975034523,1.6813623897347116,176,144,75,2.118943466434756,146.9644821622391,1,17.729923086757942,2.932277568321819,2,1,15.149314789846347
